Store Name,Description,Department,Qty Sold,Cost,Retail,Total Retail,Margin,Profit
CHEYENNE   LLC,ROCKSTAR RCVRY 16 OZ,BEVERAGE : STANDARD,70,1.63,3.29,230.30,50.61,116.55
LITTLETON   LLC,REESES KING,CANDY : BARS,70,1.75,3.29,230.30,46.78,107.74
LITTLETON   LLC,MODELO ESPECIAL 24 OZ,BEER,70,2.65,3.99,279.30,33.48,93.51
LITTLETON   LLC,ESSENTIA 700 ML,BEVERAGE : STANDARD,70,1.20,2.49,174.30,51.81,90.30
LITTLETON   LLC,"$10 monopoly $250,000!",LOTTERY,70,10.00,10.00,700.00,0.00,0.00
Zuni   LLC,CARAMELLO KING,CANDY : BARS,70,1.75,3.29,230.30,46.83,107.84
Zuni   LLC,M & M PEANUT KING,CANDY : BARS,70,1.92,3.29,230.30,41.57,95.73
Zuni   LLC,DEX TURKEY CLUB WEDGE 785,REFRIGERATED,70,2.84,4.69,328.30,39.42,129.43
Zuni   LLC,GATORADE ORANGE 28 OZ,BEVERAGE : STANDARD,70,1.99,3.39,250.50,41.30,98.00
Zuni   LLC,DR PEPPER 1 LTR,BEVERAGE : STANDARD,70,2.02,3.59,251.30,43.73,109.90
Zuni   LLC,RED BULL CARUBA ELDER FLOWER 12 OZ,BEVERAGE : STANDARD,70,2.06,3.99,279.30,48.36,135.07
Zuni   LLC,MIKES HARDER MANGO 23.5 OZ,BEER,70,2.65,4.59,321.30,42.18,135.51
Zuni   LLC,NEW BELGIUM VOODOO JUICE FORCE IPA 19.2 OZ,BEER,70,2.44,4.19,282.10,41.69,122.27
Zuni   LLC,ZIG ZAG CIGAR WRAP GRAPE,CIGAR & PAPER,70,0.95,1.59,111.30,39.97,44.49
Zuni   LLC,SWEETWOOD FATTY SS ORIG&C,JERKY,70,2.21,4.09,286.30,45.98,131.64
Zuni   LLC,ON NICOTINE POUCHES 2MG W,POUCH,70,5.30,6.79,473.70,21.97,104.44
BOULDER   LLC,PEPSI 1 LTR,BEVERAGE : STANDARD,70,2.02,3.59,251.30,43.73,109.90
BOULDER   LLC,AMERICAN SPIRIT ORG 85 BO,CIGARETTES,70,11.33,13.18,917.35,14.04,129.50
BOULDER   LLC,DASANI WATER ZERO 20 OZ,BEVERAGE : STANDARD,70,1.04,2.19,153.30,52.44,80.39
BOULDER   LLC,SUGAR BEVERAGE FEE 20.28 OZ,SUGAR FEE  (OPERATIONAL ONLY),70,0.41,0.41,28.70,0.00,0.00
BOULDER   LLC,REDBULL SUMMER EDITION ENERGY DRINK 12 OZ,BEVERAGE : STANDARD,70,1.52,3.29,230.30,53.77,123.84
BOULDER   LLC,"$20,000 FRENZY HOLIDAY EDITION / $20,000 FRENZY",LOTTERY,70,20.00,20.00,"1,400.00",0.00,0.00
BOULDER   LLC,SMARTWATER ELECTROLYTE 20 OZ,BEVERAGE : STANDARD,70,1.37,2.59,181.30,46.99,85.20
BOULDER   LLC,ELECTROLIT GRAPE 21 OZ,BEVERAGE : STANDARD,70,1.92,3.99,279.30,51.96,145.14
Golden LLC,MDEW SODA 16 OZ,BEVERAGE : STANDARD,70,1.38,2.39,165.00,42.29,70.76
Golden LLC,MARLBORO MENTHOL GOLD PAC,CIGARETTES,70,10.22,12.02,835.71,15.01,126.28
Golden LLC,MARLBORO SILVER PACK BOX,CIGARETTES,70,9.92,11.39,792.20,12.94,103.18
Golden LLC,MONSTER ULTRA VIOLET ZERO SUGAR 16 OZ,BEVERAGE : STANDARD,70,1.74,3.59,251.30,51.53,129.50
Golden LLC,5 HOUR ENERGY-ES GRAPE 2O,COUNTER DISPLAY,70,2.16,4.89,342.30,55.83,191.10
Golden LLC,CELSIUS WATERMELON 12 OZ,BEVERAGE : STANDARD,70,1.52,2.99,209.30,49.14,102.84
CEDAR   LLC,MDEW DIET 20 OZ,BEVERAGE : STANDARD,69,1.61,2.99,206.31,46.14,95.19
CEDAR   LLC,SLIM JIM GIANT,JERKY,69,1.13,2.09,144.21,45.77,66.01
CEDAR   LLC,FY HOT,FRITO LAYS,69,1.88,2.69,185.61,30.11,55.89
CEDAR   LLC,LB REG,FRITO LAYS,69,1.88,2.69,185.61,30.11,55.89
CEDAR   LLC,MONSTER ENERGY DRINK 24 OZ,BEVERAGE : STANDARD,69,2.66,4.69,323.61,43.34,140.24
HAWK   LLC,AMERICAN SPIRIT MEN 85 BO,CIGARETTES,69,11.33,13.18,903.54,14.04,127.65
HAWK   LLC,FANTA ORANGE SODA 20 OZ,BEVERAGE : STANDARD,69,1.28,3.09,213.21,58.54,124.81
HAWK   LLC,BARQS ROOT BEER 20 OZ,BEVERAGE : STANDARD,69,1.28,3.09,213.21,58.54,124.81
HAWK   LLC,MONSTER ENERGY TAURINE ZERO SUGAR 16 OZ,BEVERAGE : STANDARD,69,1.74,3.69,254.61,52.85,134.55
CHEYENNE   LLC,DIET PEPSI 1 LTR,BEVERAGE : STANDARD,69,1.96,3.59,247.71,45.45,112.59
CHEYENNE   LLC,MONSTER ENGRY JUICE MANGO LOCO 16 OZ,BEVERAGE : STANDARD,69,1.68,3.59,247.71,53.20,131.79
CHEYENNE   LLC,BOX OF SEVENS 10 CT CHEWABLE TABLETS 7-HYDROXYMITRAGYNING 20 MG PER TABLET,SMOKE SHOP,69,32.50,64.99,"4,484.31",49.99,"2,241.81"
CHEYENNE   LLC,CORE WATER 30.4 OZ,BEVERAGE : STANDARD,69,1.54,2.89,199.41,46.66,93.04
Zuni   LLC,MARLBORO BLACK BOX,CIGARETTES,69,9.46,9.05,620.47,-4.56,-28.50
Zuni   LLC,ALANI COSMIC STARDUST ENERGY 12 OZ,BEVERAGE : STANDARD,69,1.80,3.09,228.01,41.75,89.01
Zuni   LLC,YUP CHOC MILK 14 OZ,BEVERAGE : STANDARD,69,1.74,2.79,192.51,37.66,72.51
Zuni   LLC,ZONE POUCH WINTERGREEN 9M,POUCH,69,5.60,7.29,503.01,23.21,116.75
Zuni   LLC,VINUT 100% JUICE WATERMELOM 16OZ /24PK,BEVERAGE : STANDARD,69,1.50,2.99,240.81,49.85,102.84
BOULDER   LLC,GATORADE ORANGE 28 OZ,BEVERAGE : STANDARD,69,1.99,3.39,236.31,41.30,96.60
BOULDER   LLC,ZYN PEPPERMINT 3MG,POUCH,69,6.49,8.99,620.31,33.26,172.78
BOULDER   LLC,ZYN WINTERGREEN 3MG,POUCH,69,6.49,8.99,620.31,27.85,172.78
BOULDER   LLC,$ 2 decade,LOTTERY,69,0.02,2.00,138.00,99.00,136.62
BOULDER   LLC,ON NICOTINE POUCHES 4MG C,POUCH,69,5.30,6.79,465.31,21.97,102.95
Golden LLC,CAMEL SNUS FROST LARGE,CHEW,69,8.64,10.31,703.07,16.16,114.95
Golden LLC,MARLBORO MENTHOL BLUE PAC,CIGARETTES,69,10.22,12.02,823.84,15.01,124.48
Golden LLC,PACIFICO 24 OZ,BEER,69,2.65,4.39,302.91,39.54,119.78
Golden LLC,BON APPETIT BANANA BREAD,BAKERY & PASTRY,69,1.87,3.19,220.11,41.30,90.91
Golden LLC,GATORADE COOL BLUE 24 OZ,BEVERAGE : STANDARD,69,2.09,3.39,233.91,38.24,89.44
CEDAR   LLC,PURE LEAF EXTRA SWEET TEA 18.5 OZ,BEVERAGE : STANDARD,68,1.60,2.89,196.13,44.64,87.72
CEDAR   LLC,PURE LEAF RASPBERRY TEA 18.5 OZ,BEVERAGE : STANDARD,68,1.60,2.89,196.52,44.64,87.72
CEDAR   LLC,MDEW 2/12 PK 12 OZ,BEVERAGE : STANDARD,68,7.25,10.99,726.32,34.03,254.32
CEDAR   LLC,HERSHEY ALMOND KING,CANDY : BARS,68,1.75,3.29,223.72,46.83,104.76
WHEAT   LLC,MDEW 20 OZ,BEVERAGE : STANDARD,68,1.61,2.99,203.32,46.14,93.81
HAWK   LLC,MDEW DIET 20 OZ,BEVERAGE : STANDARD,68,1.61,3.09,210.12,47.88,100.61
HAWK   LLC,ELDORADO 1.0 LITER 12 PK,BEVERAGE : STANDARD,68,0.75,2.49,169.32,69.88,118.32
HAWK   LLC,COPENHAGEN POUCHES MINT,CHEW,68,7.72,8.89,604.52,13.18,79.70
HAWK   LLC,KUII   ORIGINAL 290 ML 12 CT,BEVERAGE : STANDARD,68,1.25,3.69,250.92,66.15,165.98
CHEYENNE   LLC,REESES STICKS KING,CANDY : BARS,68,1.75,3.29,223.72,46.78,104.67
CHEYENNE   LLC,TRUMOO STRAWBERRY MILK 14 OZ,REFRIGERATED,68,1.42,2.99,184.42,52.51,106.76
CHEYENNE   LLC,7 UP DIET 1 PK 20 OZ,BEVERAGE : STANDARD,68,1.58,2.79,189.72,43.25,82.06
CHEYENNE   LLC,NOS HIGH PERFORMANCE ENERGY 16 OZ,BEVERAGE : STANDARD,68,1.68,3.59,240.12,53.20,129.88
COLFAX   LLC,RED BULL ENERGY DRINK 12 OZ,BEVERAGE : STANDARD,68,2.07,3.99,271.32,48.10,130.51
LITTLETON   LLC,FEEL FREE PLANT BASED HERBAL KRATOM SUPPLEMENT,BEVERAGE : SPECIALITY,68,4.18,9.99,679.32,58.16,395.08
Zuni   LLC,BUDWEISER LIGHT BEER 25 OZ,BEER,68,2.23,3.99,271.32,44.03,119.46
Zuni   LLC,MARLBORO 72 BOX,CIGARETTES,68,9.92,10.89,736.91,8.94,66.23
Zuni   LLC,COCA COLA CHERRY COKE 20 OZ,BEVERAGE : STANDARD,68,1.58,2.99,203.32,47.05,95.66
Zuni   LLC,DR PEPPER 16 OZ,BEVERAGE : STANDARD,68,1.38,2.39,160.02,42.29,68.74
Zuni   LLC,CANADA DRY 20 OZ,BEVERAGE : STANDARD,68,1.28,2.79,189.72,54.30,103.02
Zuni   LLC,GUAYAKI YERBA MATE BLUEPHORIA 15.5 OZ,BEVERAGE : SPECIALITY,68,2.08,4.39,298.52,52.54,156.86
Zuni   LLC,ROYAL VIP HONEY UNBEATABLE ,HBC,68,0.83,7.99,429.32,89.58,486.71
Zuni   LLC,GEEK BAR 15 K MIAMI MINT,VAPE : SECONDARY,68,10.00,27.99,"1,871.32",64.27,"1,223.32"
Golden LLC,STRBK DOUBLESHOT VANILLA 15 OZ ,BEVERAGE : STANDARD,68,2.83,4.49,305.32,36.90,112.66
Golden LLC,RED BULL SUGARFREE 20 OZ,BEVERAGE : STANDARD,68,3.52,5.99,407.32,41.25,168.02
Golden LLC,"$20,000 FRENZY HOLIDAY EDITION / $20,000 FRENZY",LOTTERY,68,20.00,20.00,"1,360.00",0.00,0.00
CEDAR   LLC,PROPEL ELECTROLYTE BERRY 20O BTL 20 OZ,BEVERAGE : STANDARD,67,1.35,2.49,166.83,45.95,76.66
HAWK   LLC,REESES OUTRAGEOUS W/PIECE,CANDY : BARS,67,1.75,3.39,227.13,48.39,109.92
HAWK   LLC,B.B. NEAPOLITAN SANDWICH,ICE CREAM,67,1.03,2.19,146.73,53.12,77.95
HAWK   LLC,VITAMIN ENERGY TROPICAL GLACEAU 20 OZ,BEVERAGE : STANDARD,67,1.45,2.89,194.23,49.71,96.26
CHEYENNE   LLC,XXX MON NRG ULTRA SGR 19.2 OZ,BEVERAGE : STANDARD,67,2.09,3.99,261.33,47.62,127.30
CHEYENNE   LLC,SUNKIST ORANGE 20 OZ,BEVERAGE : STANDARD,67,1.58,2.79,186.93,43.25,80.85
CHEYENNE   LLC,ICEE SMALL ,CO  : FOUNTAIN,67,0.96,1.59,106.53,39.62,42.21
CHEYENNE   LLC,CORE POWER ELITE STRAWBERRY 42 G ZERO 14 OZ,BEVERAGE : STANDARD,67,3.50,4.99,334.33,29.86,99.83
COLFAX   LLC,COFFEE LARGE,CO  : COFFEE & TEA,67,1.50,2.49,166.83,39.76,66.33
COLFAX   LLC,GLACEAU SMARTWATER 1 LTR,BEVERAGE : STANDARD,67,1.83,3.49,234.33,47.61,111.33
LITTLETON   LLC,LUCKY STRIKE GOLD 100 FIL,CIGARETTES,67,8.30,7.79,519.62,-6.53,-34.10
Zuni   LLC,REESES STICKS KING,CANDY : BARS,67,1.75,3.29,220.43,46.78,103.13
Zuni   LLC,CHICKEN BOWL 3.3OZ MARUCH,GROCERY,67,1.10,2.79,186.93,60.57,113.23
BOULDER   LLC,MDEW 20 OZ,BEVERAGE : STANDARD,67,1.61,2.99,200.33,46.14,92.43
BOULDER   LLC,100 X $10,LOTTERY,67,9.30,10.00,670.00,7.00,46.90
BOULDER   LLC,JUUL PODS VIRGINIA TOB 5%,VAPE : PRIMARY,67,22.32,29.19,"1,955.73",23.53,460.21
BOULDER   LLC,CON NBRW MANGO 12 PK 12 OZ,BEVERAGE : SPECIALITY,67,4.00,8.49,568.83,52.90,300.89
Golden LLC,PURE LEAF LEMON TEA 18.5 OZ,BEVERAGE : STANDARD,67,1.60,2.89,193.63,44.64,86.43
Golden LLC, LB REG ,FRITO LAYS,67,1.88,2.69,180.23,30.11,54.27
Golden LLC,WHITE CLAW MANGO 19.2 OZ,BEER,67,2.65,4.59,298.53,42.18,129.71
Golden LLC,$ 2 decade,LOTTERY,67,0.02,2.00,134.00,99.00,132.66
Golden LLC,CELSIUS KIWI GUAVA 12 OZ,BEVERAGE : STANDARD,67,1.52,2.99,200.33,49.14,98.44
CEDAR   LLC,DOLE OCEAN SPRAY APPLE JUICE 15.2 OZ,BEVERAGE : STANDARD,66,1.94,2.99,197.34,35.20,69.47
CEDAR   LLC,SNICKERS ORIGINAL,CANDY : BARS,66,1.18,2.29,151.14,48.35,73.08
CEDAR   LLC,FANTA STRAWBERRY 20 OZ,BEVERAGE : STANDARD,66,1.28,2.99,197.34,57.15,112.78
CEDAR   LLC,MONSTER PIPELINE PUNCH 16 OZ,BEVERAGE : STANDARD,66,1.74,3.59,236.94,51.53,122.10
CEDAR   LLC,MONSTER MANGO LOCO 19.2 OZ,BEVERAGE : STANDARD,66,2.16,3.99,257.64,45.86,120.78
CEDAR   LLC,GOLD PEAK GREEN TEA 18.5 OZ,BEVERAGE : STANDARD,66,1.54,2.89,190.74,46.77,89.21
CEDAR   LLC,RED BULL YELLOW 12 OZ,BEVERAGE : STANDARD,66,2.19,3.99,263.34,45.23,119.10
HAWK   LLC,MARLBORO MENTHOL BOX,CIGARETTES,66,10.22,12.02,785.62,15.01,119.06
HAWK   LLC,DR CRA ,FRITO LAYS,66,1.61,2.69,177.54,40.15,71.28
HAWK   LLC,GATORADE LIME CUCUMBER 28 OZ,BEVERAGE : STANDARD,66,1.99,3.49,230.30,42.98,99.00
HAWK   LLC,MONSTER ULTRA FANTASY RUBY RED 16 OZ,BEVERAGE : STANDARD,66,1.74,3.69,243.54,52.85,128.70
HAWK   LLC,BLACK RIFLE ESPRESSO MOCHA 11 OZ,BEVERAGE : STANDARD,66,2.17,4.49,296.34,51.74,153.34
HAWK   LLC,BUCKED UP  ENERGY ROCKET POP 16 OZ,BEVERAGE : STANDARD,66,1.88,3.89,256.74,51.80,132.99
CHEYENNE   LLC,PEPSI WILD CHERRY 16 OZ,BEVERAGE : STANDARD,66,1.29,2.39,156.04,45.96,72.49
CHEYENNE   LLC,PEPSI ZERO SGR WCHE 20 OZ,BEVERAGE : STANDARD,66,1.58,2.99,197.34,47.05,92.84
CHEYENNE   LLC,NEON LIGHTER,SMOKE SHOP,66,0.80,1.25,82.50,36.00,29.70
COLFAX   LLC,4K FOIL 4F BLUEBERRY PINEAPPLE,CIGAR & PAPER,66,0.93,1.39,91.74,32.90,30.19
LITTLETON   LLC,AMERICAN SPIRIT 85 BOX BL,CIGARETTES,66,10.85,12.61,826.38,13.96,116.16
LITTLETON   LLC,RED BULL SUMMER EDITION ENERGY DRINK - 12 OZ,BEVERAGE : STANDARD,66,2.07,3.99,263.34,48.10,126.67
Zuni   LLC,DR CRA,FRITO LAYS,66,1.61,2.69,177.54,40.15,71.28
Zuni   LLC,REESES FAST BREAK KING,CANDY : BARS,66,1.75,3.29,217.14,46.83,101.68
Zuni   LLC,FANTA STRAWBERRY 20 OZ,BEVERAGE : STANDARD,66,1.28,2.99,197.34,57.15,112.78
Zuni   LLC,GATORADE WATERMELON GATORLYTE 20 OZ,BEVERAGE : STANDARD,66,1.92,3.79,250.14,49.32,123.37
Zuni   LLC,ARIZONA SWEET TEA 22OZ,BEVERAGE : STANDARD,66,0.87,1.99,131.34,56.32,73.98
BOULDER   LLC,PALLSAV RED KS BOX,CIGARETTES,66,9.65,10.33,677.58,6.56,44.75
BOULDER   LLC,MONSTER ENERGY ULTRA SUNRISE ZERO 16 OZ,BEVERAGE : STANDARD,66,1.74,3.59,236.94,51.53,122.10
BOULDER   LLC,ZYN COFFEE 3MG,POUCH,66,6.65,8.99,593.34,26.03,154.44
Golden LLC,STRBK NTRO VANNILA 9.6 OZ,BEVERAGE : STANDARD,66,2.90,4.39,289.74,33.94,98.34
Golden LLC,GATORADE COOL BLUE 20 OZ,BEVERAGE : STANDARD,66,1.46,2.99,197.34,51.09,100.82
Golden LLC,RED BULL AMBER EDITION STRAWBERRY APRICOT 12 OZ,BEVERAGE : STANDARD,66,2.05,3.99,271.32,48.62,128.04
Golden LLC,ON NICOTINE POUCHES 8MG W,POUCH,66,5.30,6.79,439.64,21.97,98.47
CEDAR   LLC,DR PEPPER CRM 20 OZ,BEVERAGE : STANDARD,65,1.61,2.99,194.35,46.14,89.67
WHEAT   LLC,GATORADE THIRST LEMON LIME 28 OZ,BEVERAGE : STANDARD,65,1.99,3.39,222.55,41.30,91.00
HAWK   LLC,CAMEL 99 BOX,CIGARETTES,65,10.27,10.41,672.99,1.34,9.03
HAWK   LLC,MARLBORO SPEC SELECT GOLD,CIGARETTES,65,9.92,11.29,730.01,12.17,89.31
HAWK   LLC,PARLIAMENT WHITE PACK BOX,CIGARETTES,65,11.36,13.09,850.85,13.19,112.26
HAWK   LLC,LA BURRITOS GRUNA BEEF 6 OZ,FROZEN,65,2.18,3.99,259.35,45.36,117.65
CHEYENNE   LLC,DASANI WATER ZERO 1 LTR,BEVERAGE : STANDARD,65,1.21,2.99,194.35,59.53,115.70
CHEYENNE   LLC,GATORADE THIRST GLACIER FREEZE 28 OZ,BEVERAGE : STANDARD,65,1.89,3.39,222.95,44.15,97.29
COLFAX   LLC,LUCKY STRIKE RED KING FIL,CIGARETTES,65,8.30,7.79,503.58,-6.53,-33.09
COLFAX   LLC,MONSTER ENERGY DRINK 16 OZ,BEVERAGE : STANDARD,65,1.74,3.59,233.35,51.53,120.25
COLFAX   LLC,WILD CHERRY CROSSWORD,LOTTERY,65,10.00,10.00,650.00,0.00,0.00
LITTLETON   LLC,DUTCH MASTER  GREEN ENVY CIGARILLOS  2CT,CIGAR & PAPER,65,1.43,1.99,129.35,27.99,36.21
Zuni   LLC,EAGLE 20S BX MTHL GOLD 10,CIGARETTES,65,7.90,9.39,592.65,15.83,96.59
Zuni   LLC,MDEW DIET 20 OZ,BEVERAGE : STANDARD,65,1.61,2.99,194.35,46.14,89.67
Zuni   LLC,CAMEL CLASSIC TURKISH ROY,CIGARETTES,65,11.27,12.99,844.35,13.21,111.54
Zuni   LLC,MARLBORO SOUTHERN CUT BOX,CIGARETTES,65,9.92,11.39,737.46,12.94,95.81
Zuni   LLC,COKE CLASSIC 1 LTR,BEVERAGE : STANDARD,65,1.97,3.59,233.35,45.19,105.46
Zuni   LLC,GATORADE ZERO CL BLU 28 OZ,BEVERAGE : STANDARD,65,1.99,3.39,231.15,41.30,91.00
Zuni   LLC,"$10 monopoly $250,000!",LOTTERY,65,10.00,10.00,650.00,0.00,0.00
Zuni   LLC,VITAMIN ENERGY TROPICAL GLACEAU 20 OZ,BEVERAGE : STANDARD,65,1.45,2.79,181.35,47.91,86.89
BOULDER   LLC,SUGAR BEVERAGE FEE 15.2 OZ,SUGAR FEE  (OPERATIONAL ONLY),65,0.30,0.30,19.50,-1.11,-0.21
BOULDER   LLC,RED BULL YELLOW 12 OZ,BEVERAGE : STANDARD,65,2.05,3.99,259.35,48.62,126.10
BOULDER   LLC,GUAYAKI ORANGE 15.5 OZ,BEVERAGE : SPECIALITY,65,1.92,4.39,285.35,56.34,160.77
BOULDER   LLC,$ 5 decade,LOTTERY,65,0.08,5.00,325.00,98.33,319.59
Golden LLC,CRACKER BARREL STICKS EXS,REFRIGERATED,65,0.53,0.99,64.35,46.10,29.67
Golden LLC,DS067 COORS LIGHT 24 OZ ,BEER,65,2.23,3.69,239.85,39.48,94.69
Golden LLC,ON NICOTINE POUCHES 4MG O,POUCH,65,5.30,6.79,439.35,21.97,96.98
CEDAR   LLC,STRBK FRAPPUCCINO CARAMEL 13.7 OZ,BEVERAGE : STANDARD,64,2.83,4.39,283.96,35.46,99.63
CEDAR   LLC,HERSHEY COOKIES N CREME K,CANDY : BARS,64,1.75,3.29,210.56,46.83,98.60
CEDAR   LLC,PIZZA PEPPERONI 12IN TOMB,FROZEN,64,5.59,10.59,667.56,47.21,320.00
CEDAR   LLC,COPENHAGEN POUCHES MINT,CHEW,64,7.72,8.89,568.96,13.18,75.01
WHEAT   LLC,CAMEL CRUSH REG 85 BX MEN,CIGARETTES,64,10.27,10.81,686.82,4.99,34.50
WHEAT   LLC,GATORADE THIRST FRUIT PUNCH 28 OZ,BEVERAGE : STANDARD,64,1.99,3.39,219.56,41.30,89.60
WHEAT   LLC,ZYN PEPPERMINT 3MG,POUCH,64,6.65,8.99,575.36,26.03,149.76
HAWK   LLC,YACHAK ORGANIC YERBA 16 OZ,BEVERAGE : STANDARD,64,2.00,3.99,255.36,49.87,127.36
HAWK   LLC,GRIZZLY LONGCUT WINTERGRE,CHEW,64,7.65,8.64,544.80,11.46,63.36
HAWK   LLC,GATORADE THIRST FROST GLACIER 28 OZ,BEVERAGE : STANDARD,64,1.99,3.49,222.06,42.98,96.00
HAWK   LLC,"$2 monopoly $20,000!",LOTTERY,64,2.00,2.00,128.00,0.00,0.00
CHEYENNE   LLC,DIET MDEW 1 LTR,BEVERAGE : STANDARD,64,1.96,3.59,226.40,45.45,104.43
CHEYENNE   LLC,MDEW VOLTAGE 20 OZ,BEVERAGE : STANDARD,64,1.58,2.99,191.36,47.05,90.03
CHEYENNE   LLC,MINUTE MAID 100% ORANGE JUICE 12 OZ BOTTLE,BEVERAGE : STANDARD,64,1.50,2.99,191.36,49.83,95.36
CHEYENNE   LLC,GATORADE COOL BLUE 24 OZ,BEVERAGE : STANDARD,64,1.71,3.39,216.96,49.61,107.63
CHEYENNE   LLC,TWIN BING KING,CANDY : BARS,64,1.55,3.29,210.56,52.91,111.42
CHEYENNE   LLC,ZYN CITRUS 3MG,POUCH,64,4.26,5.99,383.36,28.81,110.46
Zuni   LLC,DR CLM,FRITO LAYS,64,1.61,2.69,172.16,40.15,69.12
Zuni   LLC,GATORADE ZERO GLACIER CHERRY 28 OZ,BEVERAGE : STANDARD,64,1.99,3.39,228.16,41.30,89.60
Zuni   LLC,"$3 monopoly $30,000!",LOTTERY,64,3.00,3.00,192.00,0.00,0.00
Zuni   LLC,RHINO 69 TWIN PACK MALE SEXUAL ENHANCEMENT,HBC,64,3.00,11.99,769.36,74.98,575.39
Zuni   LLC,GRABBA LEAF WHOLE,CIGAR & PAPER,64,2.70,4.99,319.36,45.91,146.62
BOULDER   LLC,LUCKY STRIKE RED 100 FILT,CIGARETTES,64,8.30,7.79,496.03,-6.53,-32.58
BOULDER   LLC,ZYN CINNAMON 6MG,POUCH,64,6.65,8.99,575.36,26.03,149.76
BOULDER   LLC,50 X $5,LOTTERY,64,4.65,5.00,320.00,7.00,22.40
Golden LLC,PARLIAMENT WHITE PACK BOX,CIGARETTES,64,11.36,13.09,837.76,13.19,110.53
Golden LLC,BON APPETIT BLUEBERRY CR,BAKERY & PASTRY,64,1.87,3.19,204.16,41.42,84.56
Golden LLC,CHERRY COKE 20 OZ,BEVERAGE : STANDARD,64,1.58,2.99,191.36,47.05,90.03
Golden LLC,ARIZONA SWEET TEA 22OZ,BEVERAGE : STANDARD,64,0.87,1.99,127.36,56.32,71.74
Golden LLC,WHITE CLAW BLACK CHERRY 19.2 OZ,BEER,64,2.65,4.59,293.76,42.18,123.90
CEDAR   LLC,GATORADE LEMON LIME 28 OZ,BEVERAGE : STANDARD,63,1.99,3.39,216.37,41.30,88.20
CEDAR   LLC,MONSTER ENGRY JUICE MANGO LOCO 16 OZ,BEVERAGE : STANDARD,63,1.74,3.59,226.17,51.53,116.55
CEDAR   LLC,JAVA MONSTER ENERGY DRINK LOCA MOCA 15 OZ,BEVERAGE : STANDARD,63,2.19,3.89,246.57,43.70,107.10
CEDAR   LLC,ALKALINE ANTIOXIDANT SMARTWATER 700 ML,BEVERAGE : STANDARD,63,1.45,2.99,188.37,51.55,97.10
CEDAR   LLC,GOOD 2 GROW FRUIT PUNCH J 6 OZ,BEVERAGE : STANDARD,63,2.42,3.99,251.37,39.35,98.91
WHEAT   LLC,DR PEPPER 16 OZ ,BEVERAGE : STANDARD,63,1.38,2.39,148.67,42.29,63.69
HAWK   LLC,KBLR CLUB & CHEDDAR SNDWC,SALTY SNACKS,63,0.60,1.39,87.57,57.13,50.03
HAWK   LLC,NOS ENERGY DRINK 24 OZ,BEVERAGE : STANDARD,63,2.66,4.59,290.47,42.10,121.75
HAWK   LLC,HOSTESS HAMBURGER BUNS 8C,GROCERY,63,2.73,4.79,301.77,43.06,129.94
CHEYENNE   LLC,MARLBORO SPEC SELECT RED,CIGARETTES,63,8.33,9.23,577.01,9.74,56.64
CHEYENNE   LLC,CLASSIC CAN 16 OZ,BEVERAGE : STANDARD,63,1.15,2.39,150.57,51.88,78.12
CHEYENNE   LLC,ZYN CINNAMON 6MG,POUCH,63,4.26,5.99,377.37,28.81,108.74
CHEYENNE   LLC,RED BULL SEA BLE S/FREE 12 OZ,BEVERAGE : STANDARD,63,2.00,3.99,251.37,49.93,125.50
CHEYENNE   LLC,ROGUE POUCH WINTERGREEN 6,POUCH,63,4.12,5.29,333.27,22.19,73.96
COLFAX   LLC,BIC LARGE TRAY 50 CT,COUNTER DISPLAY,63,2.59,2.59,163.17,0.00,0.00
Zuni   LLC,MDEW PURPLE THUNDER 20 OZ,BEVERAGE : STANDARD,63,1.61,2.99,188.37,46.14,86.91
Zuni   LLC,CAMEL SNUS FROST LARGE,CHEW,63,8.64,10.31,644.85,16.16,104.96
Zuni   LLC,RED BULL GRPFRUIT BLOSSOM 12 OZ,BEVERAGE : STANDARD,63,2.06,3.99,251.37,48.36,121.56
Zuni   LLC,VITAMIN WATER ESSENTIALS ORANGE 20 OZ,BEVERAGE : STANDARD,63,1.45,2.79,175.77,47.91,84.21
Zuni   LLC,MUSCLE MILK PRO SERIES KNOCKOUT CHOCOLATE 14 OZ,BEVERAGE : STANDARD,63,2.94,5.29,333.27,44.47,148.21
Zuni   LLC,CELSIUS LIVE FIT SPARKLING GREEN APPLE CHERRY 12 OZ,BEVERAGE : STANDARD,63,1.52,2.99,187.65,49.14,92.56
BOULDER   LLC,MARLBORO GOLD PACK 100 BO,CIGARETTES,63,9.92,11.39,714.17,12.94,92.86
BOULDER   LLC,WHITE CLAW BLACK CHERRY 19.2 OZ,BEER,63,2.65,4.59,289.17,42.18,121.96
BOULDER   LLC,30 X $3,LOTTERY,63,2.79,3.00,189.00,7.00,13.23
BOULDER   LLC,ELECTROLIT BLUE RASPBERRY 21 OZ,BEVERAGE : STANDARD,63,1.92,3.99,251.37,51.96,130.62
Golden LLC,PEPSI 1 LTR,BEVERAGE : STANDARD,63,2.02,3.59,226.17,43.73,98.91
Golden LLC,FRUIT BY THE FOOT BERRY T,CANDY : BOX & PEG,63,1.89,4.29,270.27,55.89,151.04
Golden LLC,HT  CT JUM ,FRITO LAYS,63,1.88,2.69,169.47,30.11,51.03
Golden LLC,BON APPETIT CHEESE CROISS,BAKERY & PASTRY,63,1.87,3.19,200.97,41.42,83.24
